-inf,3.0,-inf,-inf,-inf,-inf,0.0,-inf,-inf,-inf,-inf,2.0,-inf,3.0,3.0,3.0,-inf,-inf,-inf,-inf,1.0,-inf,0.0,0.0,0.0,-inf,1.0,-inf,-inf,-inf
-inf,3.0,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,2.0,-inf,-inf,-inf,3.0,-inf,4.0,2.0,-inf,1.0,-inf,-inf,-inf,0.0,-inf,1.0,-inf,0.0,-inf
-inf,3.0,-inf,-inf,-inf,-inf,0.0,-inf,-inf,-inf,-inf,5.0,3.0,3.0,-inf,3.0,3.0,5.0,-inf,-inf,1.0,0.0,0.0,-inf,0.0,-inf,1.0,-inf,0.0,-inf
-inf,3.0,3.0,3.0,-inf,0.0,0.0,-inf,2.0,4.0,4.0,5.0,-inf,3.0,-inf,-inf,-inf,3.0,0.0,-inf,1.0,-inf,0.0,0.0,0.0,-inf,1.0,-inf,0.0,-inf
-inf,-inf,-inf,3.0,-inf,0.0,-inf,-inf,-inf,-inf,-inf,1.0,-inf,3.0,3.0,5.0,4.0,4.0,-inf,-inf,1.0,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf
-inf,4.0,3.0,3.0,-inf,0.0,-inf,0.0,0.0,-inf,-inf,1.0,-inf,-inf,-inf,3.0,-inf,1.0,1.0,1.0,1.0,-inf,0.0,0.0,0.0,0.0,1.0,2.0,3.0,-inf
-inf,5.0,-inf,0.0,-inf,0.0,-inf,0.0,-inf,-inf,-inf,1.0,-inf,1.0,1.0,3.0,-inf,-inf,-inf,-inf,-inf,-inf,0.0,-inf,-inf,-inf,-inf,-inf,3.0,-inf
-inf,5.0,-inf,0.0,-inf,0.0,-inf,0.0,-inf,0.0,0.0,1.0,-inf,1.0,-inf,2.0,2.0,4.0,6.0,6.0,6.0,-inf,0.0,0.0,0.0,0.0,-inf,1.0,2.0,-inf
-inf,5.0,0.0,0.0,-inf,0.0,-inf,0.0,-inf,-inf,-inf,1.0,-inf,1.0,-inf,-inf,-inf,-inf,-inf,-inf,5.0,-inf,0.0,-inf,-inf,0.0,-inf,1.0,-inf,-inf
-inf,5.0,-inf,0.0,-inf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-inf,1.0,-inf,0.0,0.0,0.0,0.0,0.0,4.0,-inf,1.0,0.0,0.0,0.0,-inf,1.0,-inf,-inf
-inf,5.0,-inf,0.0,-inf,0.0,-inf,-inf,-inf,-inf,-inf,1.0,-inf,1.0,-inf,-inf,-inf,-inf,-inf,-inf,5.0,5.0,6.0,-inf,-inf,0.0,-inf,1.0,0.0,-inf
-inf,5.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-inf,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-inf,5.0,4.0,3.0,3.0,3.0,3.0,2.0,-inf
-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
